"DOT_category","dot_title_norm","SOC","soc_title_norm"
"515","mill supervisor","51-1011.00","first line supervisors of production and operating workers"
"515","grinding mill operator","51-9021.00","crushing grinding and polishing machine setters operators and tenders"
"515","weigher and crusher","51-9061.00","inspectors testers sorters samplers and weighers"
"515","battery wrecker operator","53-7063.00","machine feeders and offbearers"
"518","molder","51-4071.00","foundry mold and coremakers"
"518","setter molding and coremaking machines","51-4072.00","molding coremaking and casting machine setters operators and tenders metal and plastic"
"518","bench molder apprentice","51-9071.00","jewelers and precious stone and metal workers"
"518","plaster molder ii","51-9195.00","molders shapers and casters except metal and plastic"
"518","mold maker","51-4052.00","pourers and casters metal"
"518","sand slinger operator","51-9111.00","packaging and filling machine operators and tenders"
"518","core setter","51-9198.00","helpers production workers"
"518","wax pattern assembler","51-9161.00","computer numerically controlled tool operators"
"518","wax pattern assembler","51-9162.00","computer numerically controlled tool programmers"
"518","wax pattern assembler","51-9199.00","production workers all other"
"518","core oven tender","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"518","shell mold bonding machine operator","51-4199.00","metal workers and plastic workers all other"
"518","core checker","51-9061.00","inspectors testers sorters samplers and weighers"
"519","cell feed department supervisor","51-1011.00","first line supervisors of production and operating workers"
"519","supervisor scrap preparation","53-1042.00","first line supervisors of helpers laborers and material movers hand"
"519","nickel plant operator","51-4199.00","metal workers and plastic workers all other"
"519","manometer technician","51-9061.00","inspectors testers sorters samplers and weighers"
"519","grinder mill operator","51-9021.00","crushing grinding and polishing machine setters operators and tenders"
"519","recovery operator helper","51-9198.00","helpers production workers"
"519","digestion operator","51-9161.00","computer numerically controlled tool operators"
"519","digestion operator","51-9162.00","computer numerically controlled tool programmers"
"519","digestion operator","51-9199.00","production workers all other"
"519","hot car operator","53-7051.00","industrial truck and tractor operators"
"519","assembly cleaner","53-7061.00","cleaners of vehicles and equipment"
"519","pot liner","49-9043.00","maintenance workers machinery"
"519","standpipe tender","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"519","wet plant operator","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"519","dross skimmer","53-7021.00","crane and tower operators"
"519","ladle liner","49-9045.00","refractory materials repairers except brickmasons"
"519","mold dresser","51-9022.00","grinding and polishing workers hand"
"519","tool repairer","49-2092.00","electric motor power tool and related repairers"
"519","mud mill tender","51-9023.00","mixing and blending machine setters operators and tenders"
"519","laborer general","53-7063.00","machine feeders and offbearers"
"520","blending supervisor","51-1011.00","first line supervisors of production and operating workers"
"520","honey grader and blender","51-3092.00","food batchmakers"
"520","bulk plant operator","51-9023.00","mixing and blending machine setters operators and tenders"
"520","bench hand","51-3011.00","bakers"
"520","blender","51-9061.00","inspectors testers sorters samplers and weighers"
"520","starchmaker","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"520","formula room worker","51-9161.00","computer numerically controlled tool operators"
"520","formula room worker","51-9162.00","computer numerically controlled tool programmers"
"520","formula room worker","51-9199.00","production workers all other"
"520","center machine operator","51-9041.00","extruding forming pressing and compacting machine setters operators and tenders"
"520","gum scoring machine operator","51-9032.00","cutting and slicing machine setters operators and tenders"
"520","cooker casing","51-3093.00","food cooking machine operators and tenders"
"520","molder meat","51-9111.00","packaging and filling machine operators and tenders"
"520","ball machine operator","53-7063.00","machine feeders and offbearers"
"520","feed mixer helper","51-9198.00","helpers production workers"
"520","blender laborer","53-7062.00","laborers and freight stock and material movers hand"
"521","miller supervisor","51-1011.00","first line supervisors of production and operating workers"
"521","continuous absorption process operator","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"521","miller distillery","51-9021.00","crushing grinding and polishing machine setters operators and tenders"
"521","liquor bridge operator","53-7072.00","pump operators except wellhead pumpers"
"521","shrimp peeling machine operator","51-9161.00","computer numerically controlled tool operators"
"521","shrimp peeling machine operator","51-9162.00","computer numerically controlled tool programmers"
"521","shrimp peeling machine operator","51-9199.00","production workers all other"
"521","almond cutting machine tender","51-9032.00","cutting and slicing machine setters operators and tenders"
"521","dried fruit washer","51-9192.00","cleaning washing and metal pickling equipment operators and tenders"
"521","ion exchange operator","51-9011.00","chemical equipment operators and tenders"
"521","routing equipment tender","53-7199.00","material moving workers all other"
"521","stem roller or crusher operator","51-9041.00","extruding forming pressing and compacting machine setters operators and tenders"
"521","bolter helper","51-9198.00","helpers production workers"
"521","cake puller","53-7063.00","machine feeders and offbearers"
"521","binder cutter hand","51-9031.00","cutters and trimmers hand"
"521","binder selector","51-9061.00","inspectors testers sorters samplers and weighers"
"521","char puller","53-7061.00","cleaners of vehicles and equipment"
"521","fish chopper gang knife","51-3022.00","meat poultry and fish cutters and trimmers"
"521","nut steamer","51-3093.00","food cooking machine operators and tenders"
"522","supervisor melt house","51-1011.00","first line supervisors of production and operating workers"
"522","training technician","25-1194.00","career technical education teachers postsecondary"
