applicant_id,DOT_category,job_norm,predicted_SOC,predicted_SOC_title,similarity_score,method,alt1_SOC,alt1_SOC_title,alt1_score,alt2_SOC,alt2_SOC_title,alt2_score,alt3_SOC,alt3_SOC_title,alt3_score
226826,189.0,senior product marketing manager,11-2021.00,marketing managers,0.32024556398391724,global_similarity,11-2021.00,marketing managers,0.32024556398391724,11-2021.00,marketing managers,0.1999676376581192,11-2021.00,marketing managers,0.19839048385620117
226851,30.0,engineering project manager software developer applications,11-3021.00,computer and information systems managers,0.4828510880470276,global_similarity,11-3021.00,computer and information systems managers,0.4828510880470276,13-1082.00,project management specialists,0.3617886006832123,13-1082.00,project management specialists,0.35452723503112793
226894,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
227057,30.0,software development engineer i,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
227083,30.0,technology analyst us,11-9041.01,biofuels biodiesel technology and product development managers,0.2334284782409668,global_similarity,11-9041.01,biofuels biodiesel technology and product development managers,0.2334284782409668,11-1011.00,chief executives,0.17913083732128143,19-4012.00,agricultural technicians,0.17247654497623444
227109,20.0,economist,19-3011.00,economists,0.5544284582138062,global_similarity,19-3011.00,economists,0.5544284582138062,19-3011.01,environmental economists,0.441462904214859,25-1192.00,family and consumer sciences teachers postsecondary,0.2873472571372986
227251,30.0,sales support lead specialist,15-1232.00,computer user support specialists,0.29443123936653137,global_similarity,15-1232.00,computer user support specialists,0.29443123936653137,15-1232.00,computer user support specialists,0.28424662351608276,51-1011.00,first line supervisors of production and operating workers,0.21350912749767303
227265,30.0,machine learning engineer,15-2041.00,statisticians,0.24918107688426971,global_similarity,15-2041.00,statisticians,0.24918107688426971,15-2041.01,biostatisticians,0.24311399459838867,15-2051.00,data scientists,0.19949586689472198
227273,7.0,product development engineer i,11-9041.01,biofuels biodiesel technology and product development managers,0.4552997052669525,global_similarity,11-9041.01,biofuels biodiesel technology and product development managers,0.4552997052669525,51-4041.00,machinists,0.1821044385433197,41-9011.00,demonstrators and product promoters,0.1698378473520279
227279,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
227282,33.0,product manager,41-9011.00,demonstrators and product promoters,0.27413681149482727,global_similarity,41-9011.00,demonstrators and product promoters,0.27413681149482727,51-9061.00,inspectors testers sorters samplers and weighers,0.26070845127105713,41-9011.00,demonstrators and product promoters,0.2489185631275177
227315,39.0,data governace practice lead iii,51-1011.00,first line supervisors of production and operating workers,0.19449444115161896,global_similarity,51-1011.00,first line supervisors of production and operating workers,0.19449444115161896,51-9198.00,helpers production workers,0.19253240525722504,15-2051.00,data scientists,0.1884375512599945
227342,33.0,senior professional application delivery,47-1011.00,first line supervisors of construction trades and extraction workers,0.1879735141992569,global_similarity,47-1011.00,first line supervisors of construction trades and extraction workers,0.1879735141992569,43-1011.00,first line supervisors of office and administrative support workers,0.17348870635032654,13-1071.00,human resources specialists,0.16932885348796844
227379,50.0,growth product mgr,41-9011.00,demonstrators and product promoters,0.3269842565059662,global_similarity,41-9011.00,demonstrators and product promoters,0.3269842565059662,51-9061.00,inspectors testers sorters samplers and weighers,0.31096723675727844,41-9011.00,demonstrators and product promoters,0.2969045042991638
227385,187.0,training and development specialist,11-3131.00,training and development managers,0.5087413191795349,global_similarity,11-3131.00,training and development managers,0.5087413191795349,11-3131.00,training and development managers,0.47909924387931824,13-1151.00,training and development specialists,0.468742698431015
227411,19.0,software quality engineer iii,15-1253.00,software quality assurance analysts and testers,0.8574216365814209,global_similarity,15-1253.00,software quality assurance analysts and testers,0.8574216365814209,15-1253.00,software quality assurance analysts and testers,0.7774004340171814,15-1252.00,software developers,0.3416088819503784
227416,30.0,analytical associate,25-4012.00,curators,0.46077921986579895,global_similarity,25-4012.00,curators,0.46077921986579895,43-4081.00,hotel motel and resort desk clerks,0.2488706260919571,11-1011.00,chief executives,0.0
227431,30.0,business intelligence analyst,13-1199.00,business operations specialists all other,0.6738492250442505,global_similarity,13-1199.00,business operations specialists all other,0.6738492250442505,13-1199.00,business operations specialists all other,0.6396751999855042,13-1199.00,business operations specialists all other,0.6187164783477783
227483,161.0,chief of staff to ceo,17-3031.00,surveying and mapping technicians,0.3288281261920929,global_similarity,17-3031.00,surveying and mapping technicians,0.3288281261920929,11-1011.00,chief executives,0.21757271885871887,11-1011.00,chief executives,0.21639707684516907
227540,160.0,financial auditor,17-3026.00,industrial engineering technologists and technicians,0.2533668875694275,global_similarity,17-3026.00,industrial engineering technologists and technicians,0.2533668875694275,41-3031.00,securities commodities and financial services sales agents,0.22527718544006348,13-2061.00,financial examiners,0.17477360367774963
227542,30.0,software development engineer,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
227711,30.0,test automation engineer,51-4041.00,machinists,0.3231815695762634,global_similarity,51-4041.00,machinists,0.3231815695762634,51-9198.00,helpers production workers,0.28480616211891174,51-9061.00,inspectors testers sorters samplers and weighers,0.25564125180244446
227751,30.0,vice president,11-1011.03,chief sustainability officers,0.43076711893081665,global_similarity,11-1011.03,chief sustainability officers,0.43076711893081665,11-9199.00,managers all other,0.4018633961677551,11-9179.00,personal service managers all other,0.3735343813896179
227766,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
227767,30.0,splunk engineer,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
227768,20.0,data sciencde analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
227790,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
227833,199.0,product manager,41-9011.00,demonstrators and product promoters,0.27413681149482727,global_similarity,41-9011.00,demonstrators and product promoters,0.27413681149482727,51-9061.00,inspectors testers sorters samplers and weighers,0.26070845127105713,41-9011.00,demonstrators and product promoters,0.2489185631275177
227853,30.0,software development engineer i,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
227854,169.0,fulfillment and logistics,13-1081.01,logistics engineers,0.7096458673477173,global_similarity,13-1081.01,logistics engineers,0.7096458673477173,51-4031.00,cutting punching and press machine setters operators and tenders metal and plastic,0.03616929426789284,51-4031.00,cutting punching and press machine setters operators and tenders metal and plastic,0.035366352647542953
227902,169.0,program manager ii,11-1011.00,chief executives,0.32281944155693054,global_similarity,11-1011.00,chief executives,0.32281944155693054,11-9199.02,compliance managers,0.3115069270133972,27-2012.00,producers and directors,0.2221858650445938
